Norm,Art,Ap,Sub,Nº,Descripció,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
RGC,97,2,,4,NO ADOPTAR IMMEDIATAMENT EL CONDUCTOR D'UN VEHICLE TOTES LES MESURES AL SEU ABAST PER ADVERTIR A LA RESTA D'USUARIS QUE S'APROXIMEN L'EXISTÈNCIA  DE CAIGUDA DE CÀRREGA AL PONT,6,100,90,L,N,0,,6052
RGC,97,3,,1,"NO SITUAR EL VEHICLE IMMOBILITZAT EL MÉS A LA DRETA POSSIBLE DINS UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI, DE MANERA QUE OBSTRUEIX EL PAS ALS VEHICLES D'EMERGÈNCIA.",6,100,90,L,N,0,,6061
RGC,97,3,,2,NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI.,6,100,90,L,N,0,,6062
RGC,97,3,,3,NO DEIXAR LES CLAUS DEL VEHICLE POSADES I LES PORTES OBER TES EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR ON S'HI PRODUEIX UN INCENDI.,6,100,90,L,N,0,,6063
RGC,97,3,,4,"ABANDONAR EL VEHICLE, EL CONDUCTOR D'UN VEHICLE IMMOBILIT ZAT PER NECESSITATS DE LA CIRCULACIÓ EN L'INTERIOR D'UN TÚ NEL O D'UN PAS INFERIOR.",6,100,90,L,N,0,,6064
RGC,97,3,,5,NO CONNECTAR EL SENYAL D'EMERGÈNCIA EL CONDUCTOR D'UN VE HICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NE CESSITATS DE LA CIRCULACIÓ.,6,100,90,L,N,0,,6065
RGC,97,3,,6,"NO MANTENIR ENCESOS ELS LLUMS DE POSICIÓ, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ.",6,100,90,L,N,0,,6066
RGC,97,3,,7,NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ.,6,100,90,L,N,0,,6067
RGC,97,3,,8,"NO DETENIR-SE, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ EL MÉS LLUNY POSSIBLE DEL VEHICLE QUE EL PRECEDEIX.",6,100,90,L,N,0,,6068
RGC,97,3,A,1,NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMER GÈNCIA.,6,100,90,L,N,0,,6053
RGC,97,3,A,2,"NO CONNECTAR EL SENYAL D'EMERGÈNCIA, EL CONDUCTOR D'UN VEHI CLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MO TIUS D'EMERGÈNCIA.",6,100,90,L,N,0,,6054
RGC,97,3,A,3,"NO MANTENIR ENCESOS ELS LLUMS DE POSICIÓ, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA.",6,100,90,L,N,0,,6055
RGC,97,3,B,1,"NO DIRIGIR EL VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA, CAP A LA ZONA RESERVADA PER A EMERGÈNCIA QUAN ÉS POSSIBLE.",6,100,90,L,N,0,,6056
RGC,97,3,B,2,"NO SITUAR EL VEHICLE, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA, EL MÉS A PROP POSSIBLE DEL COSTAT DRET DE LA CALÇADA.",6,100,90,L,N,0,,6057
RGC,97,3,C,1,NO COL.LOCAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA.,6,100,90,L,N,0,,6058
RGC,97,3,F,1,"NO SORTIR D'UN TÚNEL O UN PAS INFERIOR, EL CONDUCTOR D'UN VEHICLE AVARIAT, QUAN L'AVARIA PERMET CONTINUAR LA MARXA DEL VEHICLE.",6,100,90,L,N,0,,6059
RGC,97,3,F,2,"NO IMMOBILITZAR EL VEHICLE EN UNA ZONA RESERVADA PER A EMERGÈNCIA, EL CONDUCTOR D'UN VEHICLE AVARIAT DINS UN TÚ NEL O UN PAS INFERIOR, QUAN L'AVARIA PERMET LA MARXA",6,100,90,L,N,0,,6060
RGC,98,1,,1,CIRCULAR AMB EL VEHICLE RESSENYAT ENTRE EL VESPRE I L'ALBA EMETENT LLUM UN SOL PROJECTOR DEL MATEIX ,200,200,200,L,N,0,3,19103
RGC,99,1,,10,CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS ENTRE EL VESPRE I L'ALBA. ,200,200,200,L,N,0,,13053
RGC,99,1,,11,CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS QUAN HI HA CONDICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,200,200,200,L,N,0,,13054
RGC,99,1,,12,CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS EN EL PAS PER UN TÚNEL O PER UN PAS INFERIOR ,200,200,200,L,N,0,,13056
RGC,99,1,,13,CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS EN UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL ,200,200,200,L,N,0,,13057
RGC,99,1,,14,"CIRCULAR AMB ELS LLUMS DE GÀLIB APAGATS ENTRE EL VESPRE I L'ALBA, UN VEHICLE D'AMPLADA SUPERIOR A 2,10 METRES ",200,200,200,L,N,0,,13058
RGC,99,1,,15,"CIRCULAR AMB ELS LLUMS DE GÀLIB APAGATS UN VEHICLE D'AMPLADA SUPERIOR A 2,10 METRES QUAN HI HA CONDICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT",200,200,200,L,N,0,,13059
RGC,99,1,,18,"CIRCULAR AMB EL VEHICLE INDICAT, SENSE CAP TIPUS D'ENLLUME NAT, EN SITUACIÓ DE FALTA O DISMINUCIÓ DE VISIBILITAT ",200,200,200,L,N,0,,13064
RGC,100,1,,3,"CIRCULAR AMB ELS LLUMS DE CARRETERA APAGATS, A MÉS DE 40 KM/H, PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT",200,200,200,L,N,0,,13048
RGC,100,1,,4,"CIRCULAR AMB ELS LLUMS DE CARRETERA APAGATS, A MÉS DE 40 KM/H, PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT",200,200,200,L,N,0,,13050
RGC,100,2,,1,UTILITZAR ALTERNATIVAMENT ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT (CENTELLEIGS) AMB FINALITATS DIFERENTS A LES PREVISTES REGLAMENTÀRIAMENT,6,100,90,L,N,0,,8201
RGC,100,2,,2,UTILITZAR ELS LLUMS DE CARRETERA TROBANT-SE PARAT O ESTACIONAT EL VEHICLE OBJECTE DE LA DENÚNCIA ,200,200,200,L,N,0,,13707
RGC,101,1,,2,CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS PER UN TÚNEL O PER UN PAS INFERIOR SUFICIENTMENT IL.LUMINAT ,200,200,200,L,N,0,,5708
RGC,101,1,,4,"CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS ENTRE EL VESPRE I L'ALBA, EN POBLAT, PER UNA VIA INSUFICIENTMENT IL.LUMINADA ",200,200,200,L,N,0,,5710
RGC,101,1,,5,"CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS, ENTRE EL VESPRE I L'ALBA, PER UNA VIA SUFICIENTMENT IL.LUMINADA ",200,200,200,L,N,0,,13045
RGC,101,1,,6,CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL SUFICIENTMENT IL.LUMINAT ,200,200,200,L,N,0,,13046
RGC,101,1,,7,"CIRCULAR AMB UNA BICICLETA PER VIA URBANA SUFICIENTMENT IL. LUMINADA, ENTRE EL VESPRE I L'ALBA, SENSE PORTAR ENCES L'EN LLUMENAT DE CURT ABAST O D'ENCREUAMENT",6,100,90,L,N,0,,14626
RGC,101,2,,1,CIRCULAR PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT AMB ELS LLUMS D'ENCREUAMENT APAGATS QUAN EL VEHICLE NO DISPOSA DELS LLUMS DE CARRETERA,200,200,200,L,N,0,,5712
RGC,101,2,,2,CIRCULAR PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT AMB ELS LLUMS D'ENCREUAMENT APAGATS QUAN EL VEHICLE NO DISPOSA DELS LLUMS DE CARRETERA,200,200,200,L,N,0,,5713
RGC,101,2,,3,CIRCULAR A MENYS DE 40 KM/H AMB ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT APAGATS PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT,200,200,200,L,N,0,,5714
RGC,101,2,,4,CIRCULAR A MENYS DE 40 KM/H AMB ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT APAGATS PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT,200,200,200,L,N,0,,5715
RGC,102,1,,4,NO SUBSTITUIR ELS LLUMS DE CARRETERA PELS D'ENCREUAMENT I ENLLUERNAR ALS USUARIS QUE CIRCULEN EN SENTIT CONTRARI ,200,200,200,L,N,0,,13040
RGC,103,1,,1,NO PORTAR IL.LUMINADA LA PLACA POSTERIOR DE MATRÍCULA ESSENT OBLIGATÒRIA LA UTILITZACIÓ DE L'ENLLUMENAT ,200,200,200,L,N,0,,13708
RGC,104,1,,1,CIRCULAR DURANT EL DIA PER UN CARRIL REVERSIBLE O ADDICIONAL CIRCUMSTANCIAL SENSE PORTAR ENCÈS L'ENLLU MENAT DE CURT ABAST O ENCREUAMENT,200,200,200,L,N,0,,13702
RGC,104,1,,2,CIRCULAR DURANT EL DIA AMB UNA MOTOCICLETA SENSE PORTAR ENCÈS L'ENLLUMENAT DE CURT ABAST O ENCREUAMENT ,200,200,200,L,N,0,,13703
RGC,104,1,,3,CIRCULAR DURANT EL DIA PER UN CARRIL HABILITAT PER CIRCULAR EN SENTIT CONTRARI A L'HABITUAL SENSE PORTAR ENCÈS L'ENLLU MENAT DE CURT ABAST O ENCREUAMENT,200,200,200,L,N,0,,13705
RGC,105,3,,1,TENIR ELS LLUMS DE POSICIÓ APAGATS UN VEHICLE ESTACIONAT ENTRE EL VESPRE I L'ALBA A LA CALÇADA D'UNA VIA URBANA INSU FICIENTMENT IL.LUMINADA,200,200,200,L,N,0,,5841
RGC,105,3,,2,TENIR ELS LLUMS DE POSICIÓ APAGATS UN VEHICLE ESTACIONAT ENTRE EL VESPRE I L'ALBA EN EL VORAL D'UNA VIA URBANA INSU FICIENTMENT IL.LUMINADA,200,200,200,L,N,0,,5842
RGC,106,2,,2,NO UTILITZAR ELS LLUMS DE BOIRA DE DAVANT QUAN HI HA CON DICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,200,200,200,L,N,0,,5843
RGC,106,2,,3,NO UTILITZAR ELS LLUMS DE CURT O LLARG ABAST QUAN HI HA CON DICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,200,200,200,L,N,0,,5844
RGC,106,2,,5,UTILITZAR ELS LLUMS DE BOIRA DE DAVANT SENSE EXISTIR CONDI CIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXIN SENSI BLEMENT LA VISIBILITAT,200,200,200,L,N,0,,13686
RGC,106,2,,6,UTILITZAR ELS LLUMS DE BOIRA POSTERIORS SENSE QUE EXISTEIXIN CONDICIONS METEOROLÒGIQUES O AMBIENTALS ESPECIALMENT DES FAVORABLES,200,200,200,L,N,0,,13687
RGC,108,1,,2,"NO ADVERTIR EL CONDUCTOR DEL VEHICLE A LA RESTA DELS USUARIS DE LA VIA LES MANIOBRES EFECTUADES AMB EL MATEIX, AMB CAP TI PUS DE SENYALS ÒPTIQUES",200,200,200,L,N,0,,13685
RGC,109,1,,1,NO SENYALITZAR AMB ANTELACIÓ SUFICIENT LA REALITZACIÓ D'UNA MANIOBRA DE DESPLAÇAMENT LATERAL DEL VEHICLE ,6,100,90,L,N,0,,5847
RGC,109,1,,2,NO SENYALITZAR AMB ANTELACIÓ SUFICIENT LA REALITZACIÓ D'UNA MANIOBRA DE DESPLAÇAMENT CAP ENRRERA DEL VEHICLE ,6,100,90,L,N,0,,5848
RGC,109,1,,3,NO SENYALITZAR AMB ANTELACIÓ SUFICIENT EL PROPÒSIT D'IMMO BILITZAR EL VEHICLE ,6,100,90,L,N,0,,5849
RGC,109,1,,4,NO SENYALITZAR AMB ANTELACIÓ SUFICIENT EL PROPÒSIT DE FRENAR LA MARXA DEL VEHICLE DE MANERA CONSIDERABLE ,6,100,90,L,N,0,,5850
RGC,109,1,,5,MANTENIR L'ADVERTÈNCIA LLUMINOSA DESPRÉS DE FINALITZAR LA MANIOBRA DE DESPLAÇAMENT LATERAL DEL VEHICLE ,6,100,90,L,N,0,,5851
RGC,109,2,,4,NO SENYALITZAR AMB L'ENLLUMENAT D'EMERGÈNCIA LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT QUAN HI HA CONDICIONS QUE DISMINUE IXEN SENSIBLEMENT LA VISIBILITAT,6,100,100,L,N,0,,14755
RGC,109,2,,5,NO SENYALITZAR LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT PER REALITZAR UNA PARADA O ESTACIONAMENT ,6,100,100,L,N,0,,14756
RGC,110,2,,1,UTILITZAR ELS SENYALS ACÚSTICS SENSE MOTIU REGLAMENTÀRIA MENT ADMÈS ,6,100,90,L,N,0,,13682
RGC,113,,,1,NO AVISAR EL CONDUCTOR D'UN VEHICLE DESTINAT A OBRES O SER VEIS DE LA SEVA PRESÈNCIA AMB EL SENYAL LLUMINÓS ESPECIAL NI AMB ELS LLUMS ESPECÍFICAMENT DETERMINATS PER AQUEST VEHICLE,200,200,200,L,N,0,,5854
RGC,114,1,,1,CIRCULAR AMB LES PORTES DEL VEHICLE OBERTES  ,6,100,90,L,N,0,,5857
RGC,114,1,,2,OBRIR LES PORTES DEL VEHICLE ABANS DE LA SEVA COMPLETA IMMOBILITZACIÓ ,6,100,90,L,N,0,,5858
RGC,114,1,,3,OBRIR LES PORTES DEL VEHICLE AMB PERILL PER A ALTRES USUARIS ,6,100,90,L,N,0,,5859
RGC,114,1,,4,BAIXAR DEL VEHICLE AMB PERILL PER A ALTRES USUARIS  ,6,100,90,L,N,0,,5860
RGC,114,2,,1,ENTRAR O SORTIR DEL VEHICLE SENSE QUE AQUEST ES TROBI PARAT ,6,100,90,L,N,0,,5861
RGC,114,3,,1,OBRIR O TANCAR LES PORTES D'UN TRANSPORT COL.LECTIU DE VIATGERS SENSE ESTAR-HI AUTORITZAT ,6,100,90,L,N,0,,5862
RGC,115,2,,1,QUEDAR-SE DETINGUT EN UN TÚNEL O EN UN LLOC TANCAT DURANT MÉS DE DOS MINUTS I NO ATURAR EL MOTOR ,6,100,90,L,N,0,,5863
RGC,115,3,,1,NO ATURAR EL MOTOR DEL VEHICLE DURANT LA CÀRREGA DE COMBUSTIBLE ,6,100,90,L,N,0,,5864
RGC,115,4,,1,NO APAGAR LA RÀDIO DEL VEHICLE O EL TELÈFON MÒBIL DURANT LA CÀRREGA DE COMBUSTIBLE DEL VEHICLE ,6,100,90,L,N,0,,5865
RGC,117,1,,14,"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CINTURÓ DE SEGURETAT, CORRECTAMENT ENDOLLAT",200,200,200,L,N,4,,21600
RGC,117,1,,15,"NO FER ÚS L'OCUPANT DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CINTURÓ DE SEGURETAT, CORRECTAMENT ENDOLLAT",200,200,200,L,N,0,,21602
RGC,117,3,,3,"CIRCULAR AMB UN MENOR D'EDAT I ESTATURA IGUAL O INFERIOR A 135 CMS. EN EL SEIENT DAVANTER, INCOMPLINT ELS SUPOSITS EXCEPCIONALS I LES CONDICIONS EXIGIDES REGLAMENTARIAMENT",200,200,200,L,N,0,,17139
RGC,117,3,,4,"CIRCULAR AMB UN MENOR, D'ESTATURA IGUAL O INFERIOR A 135 CM SENSE FER ÚS, O NO FENT-LO DE FORMA ADEQUADA, DEL SISTEMA DE RETENCIÓ INFANTIL HOMOLOGAT, ADAPTAT A TALLA I PES",200,200,200,L,N,4,,21604
RGC,118,1,,7,"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CORRESPONENT CASC DE PROTECCIÓ HOMOLOGAT O CERTIFICAT",200,200,200,L,N,4,,21605
RGC,118,1,,8,"NO FER ÚS EL PASSATGER DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CORRESPONENT CASC DE PROTECCIÓ HOMOLOGAT O CERTIFICAT",200,200,200,L,N,0,,21606
RGC,118,3,,2,"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA DE L'ARMILLA REFLECTANT REGLAMENTÀRIA QUAN SURTI DEL VEHICLE, OCUPANT LA CALÇADA",200,200,200,L,N,4,,21620
RGC,120,1,,1,CONDUIR EL VEHICLE INDICAT AMB UN EXCÈS DE MÉS DE 50 PER CENT EN ELS TEMPS DE CONDUCCIÓ ESTABLERTS A LA LEGISLA CIÓ SOBRE TRANSPORTS TERRESTRES,500,500,500,L,N,6,,5867
RGC,120,1,,3,CONDUIR EL VEHICLE INDICAT AMB UNA MINORACIÓ EN MÉS DEL 50 PER CENT EN ELS TEMPS DE DESCANS ESTABLERTS EN LA LEGISLA CIÓ SOBRE TRANSPORTS TERRESTRES,500,500,500,L,N,6,,13712
RGC,121,1,,1,TRANSITAR PER LA CALÇADA QUAN HI HA UNA ZONA DE VIANANTS PER ON ES POT PASSAR ,6,100,90,L,N,0,,5869
RGC,121,1,,2,TRANSITAR PER LA CALÇADA QUAN HI HA UN VORAL PRACTICABLE  ,6,100,90,L,N,0,,5870
RGC,121,3,,1,"DETENIR-SE UN VIANANT A LA VORERA, DE MANERA QUE IMPEDEIX EL PAS A LA RESTA DE VIANANTS ",6,100,90,L,N,0,,5871
RGC,121,4,,1,"CIRCULAR PER LA CALÇADA AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS ",6,100,90,L,N,0,,5872
RGC,121,4,,2,"CIRCULAR PER LA VORERA O PER UN CARRER RESIDENCIAL AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS, A UNA VELOCITAT SUPERIOR AL PAS D'UNA PERSONA",6,100,90,L,N,0,,5873
RGC,121,4,,3,"CIRCULAR AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS, ARROSSEGAT PER UN ALTRE VEHICLE ",6,100,90,L,N,0,,5875
RGC,121,5,,3,CIRCULAR AMB UN VEHICLE DE MOBILITAT PERSONAL (VMP) PER LA VORERA ,6,100,90,L,N,0,,21608
RGC,121,5,,4,CIRCULAR AMB UN VEHICLE DE MOBILITAT PERSONAL (VMP) PER UNA ZONA DE VIANANTS ,6,100,90,L,N,0,,21609
RGC,121,5,,5,CIRCULAR AMB UNA BICICLETA PER LA VORERA  ,6,100,90,L,N,0,,21610
RGC,121,5,,6,CIRCULAR AMB UNA BICICLETA PER UNA ZONA DE VIANANTS  ,6,100,90,L,N,0,,21611
RGC,121,5,,7,CIRCULAR AMB UN CICLE PER LA VORERA  ,6,100,90,L,N,0,,21612
RGC,121,5,,8,CIRCULAR AMB UN CICLE PER UNA ZONA DE VIANANTS  ,6,100,90,L,N,0,,21613
RGC,121,5,,9,CIRCULAR AMB EL VEHICLE RESSENYAT PER LA VORERA  ,6,100,90,C,N,0,,21631
RGC,121,5,,10,CIRCULAR AMB EL VEHICLE RESSENYAT PER UNA ZONA DE VIANANTS  ,6,100,90,C,N,0,,21632
RGC,122,5,,1,"TRANSITAR PER LA CALÇADA SENSE ACOSTAR-SE TANT COM SIGUI POSSIBLE A LA VORA EXTERIOR, DE MANERA QUE S'ENTORPEIX LA CIRCULACIÓ",6,100,90,L,N,0,,5878
RGC,122,6,,1,"QUEDAR-SE DETINGUT UN VIANANT A LA CALÇADA QUAN HI HA UN REFUGI, UNA ZONA DE VIANANTS O UN ALTRE ESPAI ADEQUAT ",6,100,90,L,N,0,,5890
RGC,122,7,,1,"NO DEIXAR LLIURE LA CALÇADA UN VIANANT, EN ADVERTIR ELS SENYALS ÒPTICS I ACÚSTICS DE VEHICLES PRIORITARIS ",6,100,90,L,N,0,,5891
RGC,123,,,1,"CIRCULAR UN VIANANT PER LA CALÇADA O VORAL, ENTRE LA SORTIDA I LA POSTA DE SOL, SENSE PORTAR UN ELEMENT LLUMINOS O RETRO REFLECTANT HOMOLOGAT",6,100,90,C,N,0,,16277
RGC,124,1,,2,"TRAVESSAR LA CALÇADA UN VIANANT, FORA DEL PAS DE VIANANTS QUE HI HA AMB AQUESTA FINALITAT ",6,100,90,L,N,0,,5894
RGC,124,1,,3,"TRAVESSAR LA CALÇADA UN VIANANT, QUAN ELS LLUMS DEL SEMÀFOR PERMETEN LA CIRCULACIÓ DE VEHICLES ",6,100,90,L,N,0,,5895
RGC,124,3,,1,"TRAVESSAR LA CALÇADA UN VIANANT, SENSE CAMINAR PERPENDICU LARMENT A L'EIX DE LA CALÇADA ",6,100,90,L,N,0,,5896
RGC,124,3,,2,"TRAVESSAR LA CALÇADA UN VIANANT, ENTRETENINT-SE O DETENINT- SE SENSE NECESSITAT ",6,100,90,L,N,0,,5897
RGC,124,3,,3,"TRAVESSAR LA CALÇADA UN VIANANT, DESTORBANT EL PAS DELS ALTRES ",6,100,90,L,N,0,,5898
RGC,124,4,,1,"TRAVESSAR UNA PLAÇA O UNA GLORIETA UN VIANANT, PER LA CAL ÇADA SENSE VOREJAR-LA ",6,100,90,L,N,0,,5899
RGC,127,2,,2,DEIXAR ANIMALS SENSE CUSTÒDIA EN LES PROXIMITATS DE QUAL SEVOL CLASSE DE VIA QUAN HI HA POSSIBILITAT QUE L'ENVAEIXIN ,6,100,90,L,N,0,,5907
RGC,129,2,,1,"DETENIR EL VEHICLE DE MANERA QUE CREA UN NOU PERILL PER A LA CIRCULACIÓ, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULA CIÓ",200,200,200,L,N,0,,13675
RGC,129,2,,2,"MODIFICAR, L'USUARI DE LA VIA IMPLICAT EN UN ACCIDENT DE CIR CULACIÓ, L'ESTAT DE LES COSES O LES PROVES QUE PODEN SER ÚTILS PER DETERMINAR RESPONSABILITATS",6,100,90,L,N,0,,13798
RGC,129,2,,3,"NO COL.LABORAR AMB ELS AGENTS DE L'AUTORITAT, EN TROBAR- SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",200,200,200,L,N,0,,24541
RGC,129,2,,4,"NO FACILITAR LA IDENTITAT ALS AGENTS DE L'AUTORITAT, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",200,200,200,L,N,0,,24542
RGC,129,2,,5,NO FACILITAR LA IDENTITAT A ALTRES PERSONES IMPLICADES EN UN ACCIDENT DE CIRCULACIÓ ,200,200,200,L,N,0,,24543
RGC,129,2,,6,NO FACILITAR LES DADES DEL VEHICLE A ALTRES PERSONES IMPLICADES EN UN ACCIDENT DE CIRCULACIÓ ,200,200,200,L,N,0,,24544
RGC,129,2,,7,"NO ESFORÇAR-SE A RESTABLIR O MANTENIR LA SEGURETAT DE LA CIRCULACIÓ, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ",200,200,200,C,N,0,,24701
RGC,129,2,B,5,"FUGIR DEL LLOC DE L'ACCIDENT, ESTANT-HI IMPLICAT, SENSE FACI LITAR LES DADES A LA RESTA DE PERSONES IMPLICADES I ALS AGENTS DE L'AUTORITAT",200,200,200,L,N,0,,10357
RGC,129,2,D,3,"NO DEMANAR AUXILI SANITARI PER A LES VÍCTIMES, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",6,100,90,L,N,0,,15977
RGC,129,2,E,3,NO QUEDAR-SE EN EL LLOC DE L'ACCIDENT EN EL QUE S'HAN PRODUÏT FERITS SENSE HAVER ESTAT AUTORITZAT PELS AGENTS DE L'AUTORITAT,6,100,90,L,N,0,,16087
RGC,129,2,G,2,"NO FACILITAR LES DADES DEL VEHICLE A ALTRES PERSONES IMPLICADES EN L'ACCIDENT, SI AQUESTES HO DEMANESSIN ",6,100,90,C,N,0,,25763
RGC,130,1,,1,NO SENYALITZAR EFICAÇMENT UN VEHICLE IMMOBILITZAT A LA CALÇADA ,6,100,90,L,N,0,,5948
RGC,130,1,,2,NO SENYALITZAR EFICAÇMENT LA CAIGUDA DE CÀRREGA A LA CALÇADA ,6,100,90,L,N,0,,5949
RGC,130,1,,3,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT A LA CALÇADA, LES MESURES NECESSÀRIES PERQUÈ EL VEHICLE SIGUI RETIRAT EL MÉS AVIAT POSSIBLE",6,100,90,L,N,0,,5950
RGC,130,1,,4,"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT A LA CALÇADA, LES MESURES NECESSÀRIES PERQUÈ LA CÀRREGA SIGUI RETIRADA EL MÉS AVIAT POSSIBLE",6,100,90,L,N,0,,5951
RGC,130,3,,1,NO UTILITZAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL PER AVISAR DE LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT A LA CALÇADA,6,100,90,L,N,0,,5952
RGC,130,3,,2,NO UTILITZAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL PER AVISAR DE LA PRESÈNCIA DE CÀRREGA A LA CALÇADA ,6,100,90,L,N,0,,5953
RGC,139,3,,5,NO COMUNICAR A L'ÒRGAN RESPONSABLE DE LA GESTIÓ DEL TRÀNSIT LA REALITZACIÓ D'OBRES A VIES PÚBLIQUES ABANS DEL SEU INICI,200,200,200,L,N,0,,17893
RGC,140,,,3,"NO SENYALITZAR REGLAMENTÀRIAMENT LES OBRES QUE DIFICULTIN LA CIRCULACIÓ VIÀRIA, TANT DE DIA COM DE NIT ",200,200,200,L,N,0,,18053
RGC,141,1,,1,NO OBEIR UN VIANANT LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ,200,200,200,L,N,0,,26193
RGC,141,1,,2,"NO OBEIR, EL CONDUCTOR D'UNA BICICLETA, LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ",200,200,200,L,N,0,,26194
